Identifier,Label,Description,Created,Modified,History notes,Type,Status,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type,Mapped status
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,912,House clearance and re-housing,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,89,Housing allocation system,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,87,Housing association  nomination and registration,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,97,Housing crime support,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,99,Housing estate safety,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,117,Housing evictions,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,911,Housing referrals,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,120,Housing rent,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,148,Housing rent setting,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,91,Housing tenant support,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1777,Housing transfer to private registered provider,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,713,Introductory council tenancies,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,119,Late tenancy arrears,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,88,Mutual home exchange,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,665,New tenant support,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,592,Property register,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,92,Registering for a council property,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,116,Rent arrears,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1055,Rent determination,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,151,Right to buy your home,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1012,Tenant participation,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1617,Tenant references,Service,Live
77,Council and social housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,101,Unauthorised house occupants,Service,Live
78,Home safety,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,,,,,
79,Homelessness,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1800,Homelessness assessment,Service,Live
79,Homelessness,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,112,Homelessness support,Service,Live
79,Homelessness,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1714,Hostels and emergency accommodation,Service,Live
80,Housing advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,109,Council tenant advice,Service,Live
80,Housing advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1119,Fire risk assessment in residential property,Service,Live
80,Housing advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1602,Home fire safety equipment,Service,Live
80,Housing advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,423,Home safety advice,Service,Live
80,Housing advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,110,Housing legal advice,Service,Live
80,Housing advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1124,Housing mediation,Service,Live
80,Housing advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,98,Housing nuisance,Service,Live
80,Housing advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,652,Private housing advice,Service,Live
